.	O

Как	O
сообщил	O
А	B-PERSON
.	O

Кудрин	B-PERSON
,	O
«	O
предусматривается	O
введение	O
обязательной	O
госрегистрации	O
предельных	O
отпускных	O
цен	O
производителей	O
,	O
и	O
проведение	O
до	O
1	B-DATE
марта	I-DATE
2010	I-DATE
года	I-DATE
перерегистрации	O
цен	O
на	O
ранее	O
выпущенные	O
лекарства	O
»	O
.	O

Дорогие	O
друзья	O
шахмат	O
,	O
Сегодня	B-DATE
исторический	O
день	O
для	O
на	O
нашего	O
спорта	O
!	O
После	O
месяцев	B-DATE
переговоров	O
с	O
обоими	O
шахматистами	O
,	O
я	O
с	O
удовольствием	O
сообщаю	O
,	O
что	O
матч	O
на	O
первенство	O
мира	O
Топалов	B-PERSON
—	O
Крамник	B-PERSON
состоится	O
с	O
21	B-DATE
сентября	I-DATE
по	O
13	B-DATE
октября	I-DATE
2006	I-DATE
года	I-DATE
в	O
столице	O
Калмыкии	B-GPE
—	O
Элисте	B-GPE
.	O

Оба	O
шахматиста	O
и	O
их	O
менеджеры	O
согласовали	O
все	O
технические	O
детали	O
матча	O
,	O
который	O
будет	O
состоять	O
из	O
12	B-CARDINAL
партий	O
и	O
гарантированный	O
призовой	O
фонд	O
матча	O
—	O
1	B-MONEY
миллион	I-MONEY
долларов	I-MONEY
.	O

После	O
раскола	O
произошедшего	O
в	O
1993	B-DATE
году	I-DATE
,	O
этот	O
матч	O
будет	O
несомненным	O
окончанием	O
всех	O
сомнений	O
о	O
статусе	O
звания	O
«	O
Чемпион	O
мира	O
по	O
шахматам	O
»	O
.	O

С	O
начала	O
моей	O
деятельности	O
в	O
качестве	O
президента	O
ФИДЕ	B-ORG
,	O
с	O
1995	B-DATE
года	I-DATE
,	O
я	O
обещал	O
работать	O
над	O
сохранением	O
единства	O
ФИДЕ	B-ORG
во	O
всех	O
аспектах	O
.	O

Как	O
раз	O
вокруг	O
звания	O
«	O
Чемпион	O
мира	O
по	O
шахматам	O
»	O
,	O
всё	O
эти	O
годы	O
,	O
было	O
не	O
лёгкой	O
задачей	O
—	O
удовлетворить	O
требованиям	O
всех	O
заинтересованных	O
в	O
этом	O
вопросе	O
сторон	O
,	O
но	O
мы	O
всегда	O
придерживались	O
наших	O
принципов	O
и	O
действовали	O
в	O
духе	O
нашего	O
девиза	O
«	O
Мы	O
одна	O
семья	O
»	O
(	O
GENS	O
UNA	O
SUMUS	O
)	O
.	O

Сегодня	B-DATE
наши	O
усилия	O
привели	O
к	O
успеху	O
.	O

Мы	O
,	O
все	O
,	O
ожидаем	O
это	O
большое	O
событие	O
—	O
матч	O
на	O
первенство	O
мира	O
по	O
шахматам	O
2006	B-DATE
года	I-DATE
.	O

Я	O
хотел	O
бы	O
подчеркнуть	O
еще	O
раз	O
,	O
что	O
мы	O
определенно	O
продолжим	O
нашу	O
работу	O
,	O
чтобы	O
сделать	O
ФИДЕ	B-ORG
сильной	O
и	O
единой	O
.	O

Так	O
,	O
как	O
мы	O
это	O
уже	O
делали	O
в	O
течение	O
прошлых	O
10	B-DATE
лет	I-DATE
.	O

Пусть	O
победит	O
сильнейший	O
!	O
Кирсан	B-PERSON
Илюмжинов	I-PERSON
Президент	O
ФИДЕ	B-ORG
США	B-GPE
должны	O
защищать	O
себя	O
от	O
обвинений	O
в	O
применение	O
пыток	B-ORG
перед	O
комитетом	B-ORG
ООН	I-ORG
против	I-ORG
пыток	O
в	O
Женеве	B-GPE
.	O

Государственный	O
секретарь	O
по	O
вопросам	O
прав	O
человека	O
американского	B-NORP
министерства	O
иностранных	O
дел	O
Барри	B-PERSON
Лоуенкрон	I-PERSON
(	O
Barry	B-PERSON
Lowenkron	I-PERSON
)	O
подчеркнул	O
позицию	O
правительства	O
США	B-GPE
:	O
«	O
Мы	O
не	O
разрешаем	O
и	O
не	O
допускаем	O
пытки	O
»	O
.	O

Лоуенкрон	B-PERSON
указал	O
на	O
то	O
,	O
что	O
правительство	B-ORG
США	I-ORG
прилагает	O
все	O
свои	O
усилия	O
для	O
выявления	O
всех	O
инцидентов	O
связанных	O
с	O
пытками	O
в	O
тюрьме	B-ORG
Абу-Грэйв	B-LOC
.	O

До	O
сих	O
пор	O
выявлено	O
600	B-CARDINAL
случаев	O
и	O
более	O
половины	O
из	O
них	O
найдены	O
виновные	O
.	O

Вопросы	O
связанные	O
с	O
тайными	O
тюрьмами	O
ЦРУ	B-ORG
американцы	B-NORP
не	O
намерены	O
обсуждать	O
ссылаясь	O
на	O
некомпетентность	O
комитета	O
.	O

Американцы	B-NORP
защищают	O
положение	O
,	O
по	O
которому	O
должны	O
быть	O
различимы	O
военнопленные	O
и	O
«	O
нелегальные	O
боевики	O
»	O
.	O

В	O
то	O
время	O
как	O
военнопленные	O
находятся	O
под	O
защитой	O
Женевской	O
конвенции	O
,	O
боевики	O
Аль-Каиды	B-ORG
не	O
подпадают	O
под	O
эту	O
конвенцию	O
,	O
считают	O
американцы	B-NORP
.	O

В	O
понедельник	B-DATE
делегация	B-ORG
США	B-GPE
,	O
состоящая	O
из	O
30	B-CARDINAL
членов	O
,	O
должна	O
прояснить	O
все	O
неприятные	O
вопросы	O
.	O
19	B-DATE
мая	I-DATE
комитет	O
должен	O
будет	O
опубликовать	O
свое	O
заключение	O
.	O

Международная	B-ORG
амнистия	I-ORG
(	O
Amnesty	B-ORG
International	I-ORG
)	O
обвиняет	O
США	B-ORG
в	O
двойном	O
подходе	O
.	O

Хотя	O
,	O
американцы	B-NORP
отрицают	O
применение	O
пыток	O
или	O
попустительство	O
пыткам	O
,	O
все	O
же	O
,	O
они	O
создали	O
условия	O
,	O
в	O
которых	O
пытки	O
и	O
истязания	O
стали	O
возможными	O
.	O

В	O
лагере	B-ORG
Гуантанамо	I-ORG
,	O
на	O
Кубе	B-GPE
,	O
и	O
в	O
бесчисленных	O
тюрьмах	O
в	O
Ираке	B-GPE
и	O
Афганистане	B-GPE
пытки	O
принадлежат	O
к	O
повседневности	O
.	O

США	B-GPE
обвиняются	O
в	O
том	O
,	O
что	O
в	O
некоторых	O
случаях	O
,	O
для	O
допросов	O
,	O
подозреваемые	O
в	O
терроризме	O
перевозились	O
в	O
страны	O
,	O
где	O
пытки	O
привычны	O
.	O

Таким	O
образом	O
,	O
обходились	O
законы	O
,	O
запрещающие	O
пытки	O
в	O
собственной	O
стране	O
.	O

Получил	O
известность	O
случай	O
,	O
когда	O
ЦРУ	B-ORG
захватило	O
в	O
Македонии	B-GPE
гражданина	O
Германии	B-GPE
ливанского	B-NORP
происхождения	O
Халеда	B-PERSON
эль-Масри	I-PERSON
(	O
Khaled	B-PERSON
el-Masri	I-PERSON
)	O
и	O
для	O
допросов	O
переправило	O
его	O
в	O
Афганистан	B-GPE
,	O
а	O
также	O
канадец	O
сирийского	B-NORP
происхождения	O
,	O
который	O
считался	O
членом	O
Аль-Каиды	B-ORG
,	O
был	O
переправлен	O
в	O
Сирию	B-GPE
.	O

Такой	O
выгодный	O
Facebook	B-ORG
Российский	O
фонд	O
DST	B-ORG
продолжает	O
скупать	O
акции	O
популярной	O
социальной	O
сети	O
.	O

Как	O
сообщает	O
газета	O
«	O
Ведомости	B-ORG
»	O
,	O
Digital	B-ORG
Sky	I-ORG
Technologies	I-ORG
,	O
принадлежащая	O
Юрию	B-PERSON
Мильнеру	I-PERSON
,	O
Григорию	B-PERSON
Фингеру	I-PERSON
и	O
Алишеру	B-PERSON
Усманову	I-PERSON
,	O
купила	O
ещё	O
5	B-PERCENT
%	I-PERCENT
акций	O
Facebook	B-ORG
.	O

Таким	O
образом	O
,	O
доля	O
DST	B-ORG
в	O
Facebook	B-ORG
достигла	O
10	B-PERCENT
%	I-PERCENT
.	O

Сумму	O
сделки	O
источники	O
«	O
Ведомостей	B-ORG
»	O
не	O
раскрывают	O
.	O
DST	B-ORG
впервые	B-ORDINAL
приобрела	O
акции	O
Facebook	B-ORG
в	O
мае	B-DATE
2009	I-DATE
года	I-DATE
.	O

Тогда	O
2	B-PERCENT
%	I-PERCENT
привилегированных	O
акций	O
обошлись	O
в	O
200	B-MONEY
млн	I-MONEY
долларов	I-MONEY
.	O

Позже	O
DST	B-ORG
приобрела	O
ещё	O
1,5	B-PERCENT
%	I-PERCENT
обыкновенных	O
акций	O
у	O
сотрудников	O
за	O
97,5	B-MONEY
млн	I-MONEY
долларов	I-MONEY
.	O

К	O
осени	B-DATE
2009	I-DATE
года	I-DATE
доля	O
DST	B-ORG
достигла	O
5	B-PERCENT
%	I-PERCENT
.	O

От	O
комментариев	O
по	O
поводу	O
покупки	O
DST	B-ORG
следующих	O
5	B-PERCENT
%	I-PERCENT
акций	O
представители	O
DST	B-ORG
и	O
Facebook	B-ORG
отказались	O
.	O

Бумаги	O
Facebook	B-ORG
считаются	O
весьма	O
привлекательными	O
.	O

По	O
данным	O
интернет-издания	B-ORG
Techcrunch	I-ORG
,	O
в	O
марте	B-DATE
этого	I-DATE
года	I-DATE
фонд	B-ORG
Elevation	I-ORG
Partners	I-ORG
также	O
прикупил	O
акции	O
социальной	O
сети	O
,	O
потратив	O
на	O
приобретение	O
0,7	B-PERCENT
%	I-PERCENT
90	B-MONEY
млн	I-MONEY
долларов	I-MONEY
.	O

А	O
торговая	O
SharesPost	B-ORG
,	O
проанализировав	O
предложения	O
и	O
цены	O
последних	O
сделок	O
,	O
оценила	O
капитализацию	O
Facebook	B-ORG
в	O
19,2	B-MONEY
млрд	I-MONEY
долларов	I-MONEY
.	O

Однако	O
Facebook	B-ORG
не	O
раскрывает	O
финансовые	O
показатели	O
,	O
заставляя	O
участников	O
и	O
экспертов	O
рынка	O
гадать	O
о	O
заработанных	O
суммах	O
.	O

Например	O
,	O
интернет-ресурс	B-ORG
Insidefacebook	I-ORG
считает	O
,	O
что	O
в	O
2009	B-DATE
году	I-DATE
выручка	O
составила	O
700	B-MONEY
млн	I-MONEY
долларов	I-MONEY
,	O
а	O
The	B-ORG
Wall	I-ORG
Street	I-ORG
Journal	I-ORG
со	O
ссылкой	O
на	O
источники	O
в	O
компании	B-ORG
заявляет	O
,	O
что	O
в	O
2010	B-DATE
году	I-DATE
Facebook	B-ORG
ожидает	O
выручку	O
1,2—2	B-MONEY
млрд	I-MONEY
долларов	I-MONEY
.	O

Главным	O
владельцем	O
Facebook	B-ORG
является	O
её	O
основатель	O
Марк	B-PERSON
Цукерберг	I-PERSON
.	O

Аудитория	O
социальный	O
сети	O
насчитывает	O
более	O
400	B-CARDINAL
млн	I-CARDINAL
пользователей	O
.	O

Инвесторы	O
считают	O
,	O
что	O
Facebook	B-ORG
олицетворяет	O
собой	O
будущее	O
интернета	O
.	O

В	O
пяти	B-QUANTITY
километрах	I-QUANTITY
от	O
впадения	O
в	O
Неву	B-LOC
3-4	B-DATE
июня	I-DATE
2010	I-DATE
г	I-DATE
.	O
произошел	O
«	O
залповый	O
сброс	O
»	O
(	O
вероятно	O
,	O
несколько	B-QUANTITY
сот	I-QUANTITY
литров	I-QUANTITY
старой	O
краски	O
)	O
через	O
несанкционированный	O
коллектор	O
ядовитого	O
вещества	O
.	O

Петербургские	B-NORP
экологи	O
обнаружили	O
жёлтые	O
пятна	O
и	B-ORG
большое	O
количество	O
дохлой	O
рыбы	O
в	O
реке	B-LOC
Славянка	I-LOC
.	O

Они	O
требуют	O
привлечь	O
к	O
уголовной	O
ответственности	O
лиц	O
,	O
виновных	O
в	O
загрязнении	O
реки	B-LOC
Славянки	I-LOC
.	O

Рабочая	O
группа	O
,	O
включающая	O
ГУ	B-ORG
МЧС	I-ORG
России	I-GPE
по	O
Санкт-Петербургу	B-GPE
,	O
была	O
создана	O
после	O
того	O
,	O
как	O
экологи	O
сообщили	O
о	O
сбросе	O
токсичных	O
отходов	O
в	O
Славянку	B-GPE
и	O
массовой	O
гибели	O
рыбы	O
.	O

Эта	O
группа	O
и	O
Южная	O
водозаборная	O
станция	O
ГУП	O
«	O
Водоканал	B-ORG
»	O
утверждают	O
,	O
что	O
5	B-DATE
июня	I-DATE
ни	O
токсичных	O
веществ	O
,	O
ни	O
мёртвой	O
рыбы	O
в	O
устье	O
Невы	B-LOC
(	O
которое	O
находится	O
в	O
4-5	B-QUANTITY
км	O
от	O
коллектора	O
)	O
они	O
не	O
нашли	O
:	O
«	O
В	O
устье	O
реки	B-LOC
Славянки	I-LOC
был	O
проведен	O
рейд	O
по	B-ORG
поиску	O
масляных	O
пятен	O
на	O
воде	O
.	O

Таковых	O
не	O
обнаружилось	O
,	O
как	O
не	O
было	O
визуально	O
зафиксировано	O
и	O
мертвой	O
рыбы	O
.	O

Ниже	O
устья	O
реки	O
Славянки	B-LOC
находится	O
южная	B-ORG
водозаборная	O
станция	O
„	O
Водоканала	B-ORG
“	O
,	O
на	O
которой	O
производятся	O
пробы	O
воды	O
не	O
менее	O
четырех	O
раз	O
в	O
сутки	O
.	O

Ни	O
в	O
одной	O
из	O
проб	O
отклонений	O
не	O
было	O
выявлено	O
»	O
.	O
—	O
Татьяна	B-PERSON
Скригонюк	I-PERSON
,	O
заместитель	O
начальника	O
пресс-службы	B-ORG
МЧС	I-ORG
по	O
Санкт-Петербургу	B-GPE
и	O
Ленобласти	B-GPE
Представители	O
Гринпис	B-ORG
,	O
сотрудники	O
Росприроднадзора	B-ORG
и	O
Рыбохраны	B-ORG
накануне	O
(	O
4	B-DATE
июня	I-DATE
)	O
целый	O
день	O
проводили	O
рейд	O
по	O
Славянке	B-LOC
вместе	O
со	O
съёмочной	O
группой	O
.	O

Экологи	O
взяли	O
анализы	O
,	O
которые	O
показали	O
,	O
что	O
загрязнение	O
уже	O
зафиксировано	O
в	O
водах	O
Невы	B-LOC
.	O

Речная	O
экосистема	O
понесла	O
очень	O
большой	O
урон	O
.	O

Погибло	O
примерно	O
нескольких	O
тысяч	O
взрослых	O
рыб	O
,	O
очень	O
много	O
мальков	O
,	O
икры	O
,	O
погибла	O
вся	O
кормовая	O
база	O
,	O
т	O
.	O
е	O
.	O
нечем	O
питаться	O
будет	O
оставшейся	O
рыбе	O
.	O

Местные	O
власти	O
не	O
называют	O
происшествие	O
ни	O
чрезвычайным	O
,	O
ни	O
экологическим	O
.	O

В	O
ночь	O
с	O
20	O
на	O
21	O
июля	O
в	O
приток	O
Невы	B-LOC
реку	I-LOC
Славянку	I-LOC
опять	O
были	O
слиты	O
отходы	O
лакокрасочного	O
производства	O
.	O

Об	O
этом	O
активистам	O
Гринпис	B-ORG
сообщили	O
жители	O
поселка	B-LOC
Петро-Славянка	I-LOC
.	O

Это	O
уже	O
третий	B-ORDINAL
ночной	O
сброс	O
отходов	O
в	O
реку	B-LOC
за	O
последние	B-DATE
два	B-DATE
месяца	I-DATE
.	O

Остаётся	O
неизвестным	O
даже	O
Росприроднадзору	B-ORG
,	O
какому	O
предприятию	O
принадлежит	O
коллектор	O
,	O
через	O
который	O
были	O
осуществлены	O
сбросы	O
ядовитых	O
веществ	O
в	O
реку	O
Славянку	B-LOC
.	O

Все	O
сбросы	O
осуществлялись	O
через	O
один	O
и	O
тот	O
же	O
коллектор	O
,	O
предположительно	O
идущий	O
из	O
промзоны	B-LOC
«	O
Рыбацкое	B-FAC
»	O
.	O

Инициировано	O
административное	O
расследование	O
.	O

Ядовитая	O
смесь	O
находится	O
на	O
экспертизе	O
.	O

Как	O
сообщает	O
Agence	B-ORG
France-Presse	I-ORG
,	O
Верховный	B-ORG
суд	I-ORG
Бангладеша	I-ORG
снял	O
запрет	O
на	O
издание	O
так	O
называемых	O
фетв	O
—	O
правовых	O
предписаний	O
,	O
основанных	O
на	O
законах	O
ислама	O
.	O

При	O
этом	O
,	O
однако	O
,	O
на	O
фетвы	O
наложены	O
некоторые	O
ограничения	O
.	O

В	O
частности	O
,	O
их	O
публикация	O
разрешена	O
только	O
«	O
исключительно	O
образованными	O
людьми	O
»	O
.	O

Что	O
под	O
этим	O
понимается	O
будет	O
разъяснено	O
позже	O
.	O

Исполнение	O
фетв	O
будет	O
носить	O
добровольный	O
характер	O
.	O

При	O
этом	O
,	O
согласно	O
решению	O
,	O
фетвы	O
не	O
могут	O
содержать	O
наказания	O
,	O
сопряжённые	O
с	O
физическим	O
или	O
моральным	O
насилием	O
.	O

Этот	O
пункт	O
связан	O
с	O
тем	O
,	O
что	O
запрет	O
на	O
фетв	O
был	O
наложен	O
в	O
2001	B-DATE
году	I-DATE
именно	O
из-за	O
случаев	O
избиения	O
женщин	O
палками	O
в	O
соответствии	O
с	O
предписаниями	O
старых	O
фетв	O
.	O

Против	O
запрета	O
выступил	O
ряд	O
религиозных	O
лидеров	O
,	O
аргументировавших	O
свою	O
позицию	O
тем	O
,	O
что	O
фетвы	O
являются	O
неотъемлемой	O
частью	O
исламской	B-NORP
культуры	O
.	O

Правозащитные	O
организации	O
выступают	O
за	O
полный	O
запрет	O
фетв	O
,	O
поскольку	O
считают	O
,	O
что	O
они	O
часто	O
нарушают	O
права	O
женщин	O
.	O

Бангладеш	B-GPE
является	O
светским	O
